Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Core #0 Usage [%]","Core #1 Usage [%]","Core #2 Usage [%]","Core #3 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","PL1 Power Limit [W]","PL2 Power Limit [W]","Package C2 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C6 Residency [%]","Core #1 C6 Residency [%]","Core #2 C6 Residency [%]","Core #3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","T1 [°C]","Aux [°C]","Motherboard [°C]","CPU [°C]","VCC3V [V]","Vcore [V]","VIN2 [V]","+5V [V]","+12V [V]","VIN5 [V]","VIN6 [V]","+3.3V [V]","VBAT [V]","CPU [RPM]","Chassis1 [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
13.2.2017,15:13:34.321,5126,4740,51.9,4767,3371,58.5,0.0,1.196,1.201,1.201,1.206,3600.3,3600.3,3600.3,3600.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,68,70,71,69,37,35,34,36,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,70,70,62,51.676,43.141,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.1,8.00,11,11,11,28,208,1,48,47,26,70,3.344,1.136,0.024,5.087,11.968,0.736,1.048,3.328,3.296,2051,2722,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.6,1.1,1.7,2.321,0.033,2829,198,80,80,1.175,2670,1162.7,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.1,98.0,103.4,103.4,256,230,54,8.0,6,1,0.069,0.000,0,
13.2.2017,15:13:36.402,5121,4745,51.9,4762,3376,58.5,0.0,1.201,1.201,1.201,1.201,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,68,71,71,70,37,34,34,35,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,62,51.536,43.000,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,47,26,70,3.328,1.136,0.024,5.087,11.968,0.736,1.056,3.312,3.296,2051,2782,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.3,1.4,1.6,0.394,0.149,2830,198,80,79,1.175,2760,1162.7,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.6,98.0,102.9,102.9,256,230,54,8.0,6,1,0.028,0.029,0,
13.2.2017,15:13:38.483,5123,4743,51.9,4762,3376,58.5,0.0,1.201,1.201,1.201,1.201,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,70,72,70,36,35,33,35,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,62,51.634,43.093,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,47,27,71,3.344,1.136,0.024,5.087,11.968,0.736,1.048,3.328,3.296,2051,2782,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.3,1.2,1.5,0.323,0.244,2831,198,80,79,1.187,2730,1175.8,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,100.0,98.0,105.9,105.9,257,231,54,8.0,6,1,0.000,0.025,0,
13.2.2017,15:13:40.564,5122,4744,51.9,4762,3376,58.5,0.0,1.196,1.201,1.196,1.206,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,68,70,70,69,37,35,35,36,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,62,51.630,43.099,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,71,3.328,1.136,0.024,5.087,11.968,0.736,1.048,3.344,3.280,2051,2712,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,0.6,0.7,0.094,0.071,2831,199,80,80,1.187,2760,1175.8,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.5,98.0,106.0,106.0,257,231,54,8.0,6,1,0.059,0.052,0,
13.2.2017,15:13:42.646,5123,4743,51.9,4762,3376,58.5,0.0,1.196,1.201,1.201,1.206,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,71,71,69,36,34,34,36,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,62,51.686,43.137,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,71,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2046,2782,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,0.0,0.1,0.027,0.001,2831,199,80,80,1.200,2790,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,99.7,98.0,108.8,108.8,257,231,53,8.0,6,1,0.128,0.020,0,
13.2.2017,15:13:44.725,5123,4743,51.9,4762,3376,58.5,0.0,1.196,1.206,1.196,1.196,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,68,71,72,70,37,34,33,35,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,64,51.818,43.278,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,72,3.328,1.136,0.024,5.087,11.968,0.736,1.040,3.328,3.280,2051,2782,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.3,0.0,0.3,0.569,0.001,2832,199,80,80,1.200,2790,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.4,98.0,108.6,108.6,257,231,53,8.0,6,1,0.330,0.050,0,
13.2.2017,15:13:46.806,5122,4744,51.9,4761,3377,58.5,0.0,1.201,1.201,1.196,1.206,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,71,71,70,35,34,34,35,71,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,63,51.917,43.356,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,72,3.328,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.296,2046,2793,Yes,26,26,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,0.0,0.1,0.102,0.003,2832,199,80,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,100.0,98.0,108.7,108.7,257,231,53,8.0,6,1,0.160,0.254,0,
13.2.2017,15:13:48.889,5121,4746,51.9,4760,3378,58.4,0.0,1.196,1.196,1.206,1.196,3600.0,3600.0,3600.0,3600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,71,74,70,36,34,31,35,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,64,51.849,43.293,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,72,3.312,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.296,2051,2793,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.5,0.0,0.5,1.299,0.002,2835,199,80,79,1.200,2760,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,99.7,98.0,108.6,108.6,257,231,53,8.0,6,1,0.128,0.260,0,
13.2.2017,15:13:50.970,5118,4748,51.8,4756,3382,58.4,0.0,1.191,1.206,1.196,1.206,3600.0,3600.0,3600.0,3600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,71,73,71,36,34,32,34,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,63,51.784,43.232,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,72,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2046,2772,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.5,0.0,0.5,1.656,0.094,2838,199,80,79,1.200,2790,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.6,98.0,108.7,108.7,257,231,53,8.0,6,1,0.302,0.000,0,
13.2.2017,15:13:53.052,5110,4756,51.7,4746,3392,58.3,0.0,1.196,1.201,1.206,1.196,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,68,72,73,70,37,33,32,35,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,63,51.706,43.179,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,27,72,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2046,2732,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,0.0,0.1,0.031,0.000,2838,199,80,79,1.200,2820,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,100.0,98.0,108.9,108.9,257,231,53,8.0,6,1,0.229,0.020,0,
13.2.2017,15:13:55.137,5126,4741,51.9,4762,3376,58.5,0.0,1.196,1.196,1.201,1.196,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,70,70,67,35,35,35,38,70,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,64,51.513,42.940,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,28,72,3.344,1.144,0.024,5.087,11.880,0.728,1.048,3.328,3.280,2051,2722,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.2,0.0,0.2,0.558,0.001,2839,199,80,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,98.8,98.0,108.8,108.8,255,229,53,8.0,6,1,0.307,0.431,0,
13.2.2017,15:13:57.215,5115,4751,51.8,4756,3382,58.4,0.0,1.201,1.201,1.201,1.206,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,72,73,71,35,33,32,34,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,64,50.952,42.408,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,28,75,3.328,1.136,0.024,5.087,11.968,0.736,1.048,3.328,3.296,2046,2782,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,1.1,1.2,0.047,0.547,2840,200,79,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,100.0,98.0,108.9,108.9,255,229,53,8.0,6,1,0.099,0.077,0,
13.2.2017,15:13:59.296,5115,4751,51.8,4756,3382,58.4,0.0,1.196,1.206,1.201,1.201,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,72,72,72,70,33,33,33,35,72,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,72,72,64,51.952,43.386,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,28,73,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.280,2051,2772,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.5,0.2,0.8,0.788,1.046,2841,202,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.5,99.7,98.0,108.9,108.9,256,230,53,8.0,6,1,0.000,0.051,0,
13.2.2017,15:14:1.378,5111,4755,51.8,4757,3382,58.4,0.0,1.196,1.206,1.196,1.206,3600.3,3600.3,3600.3,3600.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,74,73,72,36,31,32,33,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,64,51.970,43.407,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.1,8.00,11,11,11,28,208,1,48,48,28,72,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.344,3.296,2046,2782,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.6,0.1,0.7,0.861,0.529,2843,203,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.5,99.6,98.0,108.7,108.7,256,230,53,8.0,6,1,0.056,0.045,0,
13.2.2017,15:14:3.463,5112,4754,51.8,4756,3382,58.4,0.0,1.201,1.196,1.206,1.201,3600.3,3600.3,3600.3,3600.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,71,73,73,71,34,32,32,34,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,64,52.126,43.607,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.1,8.00,11,11,11,28,208,1,48,48,28,73,3.328,1.136,0.024,5.045,11.880,0.736,1.048,3.328,3.296,2046,2782,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,4.8,12.3,17.1,16.174,1.008,2875,205,79,79,1.200,2850,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.4,100.0,98.0,108.6,108.6,255,229,53,8.0,6,1,0.486,0.077,0,
13.2.2017,15:14:5.540,5110,4757,51.7,4755,3383,58.4,0.0,1.196,1.201,1.196,1.196,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,69,74,74,73,36,31,31,32,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,63,51.830,43.285,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,28,73,3.344,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.280,2051,2793,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,0.1,0.2,0.166,0.505,2875,206,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.2,98.0,109.0,109.0,255,229,53,8.0,6,1,0.071,0.026,0,
13.2.2017,15:14:7.613,5113,4754,51.8,4754,3384,58.4,0.0,1.201,1.191,1.206,1.196,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,72,73,73,71,33,32,32,34,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,64,51.961,43.388,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,48,28,73,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2051,2742,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.1,0.1,0.000,0.499,2875,207,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.4,100.0,98.0,108.7,108.7,255,229,53,8.0,6,1,0.252,0.102,0,
13.2.2017,15:14:9.694,5110,4756,51.7,4754,3385,58.4,0.0,1.201,1.196,1.191,1.201,3599.8,3599.8,3599.8,3599.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,71,73,71,35,34,32,34,73,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,65,51.781,43.231,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9,8.00,11,11,11,28,208,1,48,49,28,73,3.328,1.136,0.024,5.087,11.968,0.736,1.048,3.328,3.280,2046,2732,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.0,0.0,0.000,0.001,2875,207,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.4,99.0,98.0,108.7,108.7,255,229,53,8.0,6,1,0.028,0.057,0,
13.2.2017,15:14:11.775,5111,4755,51.8,4754,3385,58.4,0.0,1.196,1.201,1.191,1.206,3599.8,3599.8,3599.8,3599.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,73,74,72,35,32,31,33,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,73,73,64,51.971,43.413,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.9,8.00,11,11,11,28,208,1,48,49,28,73,3.328,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.296,2040,2732,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.0,0.0,0.000,0.019,2875,207,79,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.6,98.0,108.8,108.8,255,229,53,8.0,6,1,0.152,0.123,0,
13.2.2017,15:14:13.856,5112,4754,51.8,4754,3385,58.4,0.0,1.206,1.206,1.201,1.201,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,70,74,73,71,35,31,32,34,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,65,52.043,43.473,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,49,28,73,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2046,2782,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.7,0.7,0.000,0.174,2875,207,79,79,1.200,2820,1188.9,1502.3,540.0,99.0,81.0,0.0,1.0,12.4,100.0,98.0,108.6,108.6,255,229,52,8.0,6,1,0.028,0.025,0,
13.2.2017,15:14:15.936,5112,4754,51.8,4754,3385,58.4,0.0,1.196,1.196,1.196,1.196,3599.9,3599.9,3599.9,3599.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,72,74,72,72,33,31,33,33,74,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,74,74,65,52.140,43.566,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,49,29,74,3.328,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.280,2040,2793,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.0,0.0,0.000,0.019,2875,207,79,78,1.200,2820,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.8,98.0,108.9,108.9,255,229,52,8.0,6,1,0.087,0.076,0,
13.2.2017,15:14:18.019,5116,4750,51.8,4760,3378,58.4,0.0,1.201,1.206,1.196,1.201,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,71,75,74,72,34,30,31,33,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,65,51.355,42.935,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,49,29,73,3.328,1.136,0.024,5.087,11.880,0.736,1.032,3.328,3.296,2040,2793,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.4,0.9,1.3,0.247,0.007,2876,207,79,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.6,98.0,109.1,109.1,255,229,52,8.0,6,1,0.028,0.076,0,
13.2.2017,15:14:20.100,5117,4749,51.8,4757,3381,58.4,0.0,1.201,1.201,1.196,1.201,3600.1,3600.1,3600.1,3600.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,73,75,75,72,32,30,30,33,75,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,76,76,65,53.770,45.306,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,50,29,75,3.328,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.296,2063,2702,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.1,2.3,2.4,0.065,0.020,2876,207,79,79,1.200,2850,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.6,98.0,109.0,109.0,255,229,51,8.0,6,1,0.449,0.000,0,
13.2.2017,15:14:22.171,5113,4753,51.8,4753,3385,58.3,0.0,1.201,1.201,1.201,1.201,3600.0,3600.0,3600.0,3600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,71,76,74,72,34,29,31,33,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,65,53.774,45.325,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,50,29,75,3.360,1.136,0.024,5.087,11.880,0.736,1.040,3.328,3.296,2068,2673,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,47.7,0.0,47.8,8.911,0.069,2894,208,79,79,1.200,2910,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.5,98.0,108.9,108.9,255,229,51,8.0,6,1,0.436,1.524,0,
13.2.2017,15:14:24.253,5118,4748,51.8,4771,3367,58.6,0.0,1.196,1.201,1.201,1.201,3600.0,3600.0,3600.0,3600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,72,75,76,74,33,30,29,31,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,75,75,65,53.274,44.875,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,50,29,75,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2024,2814,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.6,0.0,0.6,1.029,0.064,2896,208,79,78,1.200,2790,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.6,98.0,108.9,108.9,255,229,51,8.0,6,1,0.000,0.310,0,
13.2.2017,15:14:26.335,5120,4746,51.8,4771,3367,58.6,0.0,1.201,1.196,1.206,1.201,3600.0,3600.0,3600.0,3600.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,36,36,36,36,72,76,76,73,33,29,29,32,76,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,77,77,65,54.146,45.632,77.000,96.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,8.00,11,11,11,28,208,1,48,50,29,75,3.328,1.136,0.024,5.087,11.880,0.736,1.048,3.328,3.296,2068,2683,Yes,27,27,No,No,30,No,No,0.0,0.0,0.0,0.000,0.000,76,0,0.0,0.0,0.0,0.000,0.039,2896,208,79,78,1.200,2790,1188.9,1502.3,540.0,99.0,82.0,0.0,1.0,12.4,99.6,98.0,108.8,108.8,255,229,51,8.0,6,1,0.380,0.026,0,
