Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #4 VID [V]","Core #5 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Core #4 Clock [MHz]","Core #5 Clock [MHz]","Bus Clock [MHz]","QPI Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Core #4 Thread #0 Usage [%]","Core #4 Thread #1 Usage [%]","Core #5 Thread #0 Usage [%]","Core #5 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #4 Ratio [x]","Core #5 Ratio [x]","QPI Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #4 [°C]","Core #5 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core #4 Distance to TjMAX [°C]","Core #5 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #4 Thermal Throttling [Yes/No]","Core #5 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #4 Critical Temperature [Yes/No]","Core #5 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Core #4 Power Limit Exceeded [Yes/No]","Core #5 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","Memory Ambient [°C]","CPU Package [°C]","PP0 [°C]","CPU Package Power [W]","IA Cores Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #4 Thread 0 C0 Residency [%]","Core #4 Thread 1 C0 Residency [%]","Core #5 Thread 0 C0 Residency [%]","Core #5 Thread 1 C0 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","Motherboard [°C]","Auxiliary [°C]","SYSTIN1 [°C]","SYSTIN2 [°C]","SYSTIN3 [°C]","CPU [°C]","Vcore [V]","+12V [V]","AVCC [V]","+3.3V [V]","+5V [V]","VIN6 [V]","3VSB [V]","VBAT [V]","CPU [RPM]","Chassis Intrusion [Yes/No]","Drive Airflow Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","PCIe Link Speed [GT/s]","GPU Voltage [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Voltage [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
24.1.2017,22:9:56.022,8798,23862,26.9,5868,10462,35.9,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,32.0,0.0,0.0,20.0,24.0,0.0,20.0,0.0,32.0,0.0,48.0,0.0,48.0,14.7,100.0,39,39,39,39,39,39,32,55,54,58,56,52,55,36,37,33,35,39,36,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,60,60,99.000,82.531,30.8,30.8,31.4,31.5,29.9,30.3,28.1,28.3,29.1,29.2,26.6,26.4,668.6,10.00,9,9,9,24,107,1,36.0,51.5,36.0,36.0,36.0,48.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1380,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.7,33.0,29.0,7.8,690,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,7.0,0.0,3.0,33.7,6.6,35.0,25.2,18.0,690,598,84,2.5,1.025,1.084,1.109,1550,55,2.900,3.506,0,
24.1.2017,22:9:56.421,8798,23862,26.9,5878,10452,35.9,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,22.2,0.0,0.0,14.8,37.0,0.0,22.2,0.0,33.3,0.0,29.6,0.0,37.0,13.3,100.0,39,39,39,39,39,39,32,60,54,55,54,52,55,31,37,36,37,39,36,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,98.927,82.473,25.0,25.0,25.2,25.9,41.5,41.1,26.4,26.2,24.0,24.0,33.2,33.3,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.5,36.5,36.5,48.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.020,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1410,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.7,33.0,29.0,7.8,690,2.5,1.025,1.092,1.117,49,48,0.987,1410,731.6,405.0,405.0,8.0,8.0,0.0,3.0,33.7,8.6,35.0,26.5,19.4,690,598,96,2.5,1.025,1.084,1.105,1550,55,2.850,2.925,0,
24.1.2017,22:9:56.826,8815,23845,26.9,5905,10426,36.1,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,40.0,0.0,8.0,24.0,48.0,0.0,32.0,0.0,12.0,0.0,28.0,0.0,48.0,16.0,100.0,39,39,39,39,39,39,32,59,61,56,53,51,55,32,30,35,38,40,36,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,101.857,85.308,43.0,43.1,35.7,36.1,42.8,42.8,31.2,31.2,25.4,25.5,32.3,32.3,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.304,12.192,3.344,3.344,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.2,0.2,0.000,0.145,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1410,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.7,33.0,28.0,6.3,691,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,7.0,0.0,3.0,33.7,7.3,35.0,25.1,17.7,691,598,86,2.5,1.025,1.084,1.109,1550,55,2.773,2.691,0,
24.1.2017,22:9:57.228,8835,23826,27.0,5920,10411,36.2,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,11.5,19.2,38.4,42.3,15.3,0.0,23.0,0.0,30.7,0.0,15.3,0.0,42.3,16.3,100.0,39,39,39,39,39,39,32,58,55,54,60,53,60,33,36,37,31,38,31,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,101.287,84.827,32.4,32.4,64.2,63.5,17.2,17.2,22.0,21.9,27.5,27.5,27.1,28.3,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.296,12.192,3.344,3.344,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.110,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1380,324.0,162.0,405.0,7.0,3.0,0.0,3.0,33.7,33.0,28.0,6.3,691,2.5,1.025,1.092,1.117,48,48,0.987,1380,731.6,405.0,405.0,8.0,7.0,0.0,3.0,33.7,6.9,35.0,25.3,17.8,691,598,86,2.5,1.025,1.084,1.109,1550,55,2.737,2.655,0,
24.1.2017,22:9:57.629,8861,23799,27.1,5946,10384,36.4,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,34.6,3.8,26.9,0.0,23.0,0.0,38.4,0.0,30.7,0.0,38.4,0.0,38.4,16.3,100.0,39,39,39,39,39,39,32,55,54,56,61,56,55,36,37,35,30,35,36,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,59,59,101.298,84.805,42.4,42.8,27.7,27.3,26.7,26.6,42.2,42.2,29.7,30.0,38.3,37.0,668.6,10.00,9,9,9,24,107,1,36.0,51.5,36.0,36.0,36.0,49.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1380,324.0,162.0,405.0,6.0,3.0,0.0,3.0,33.7,33.0,28.0,6.3,691,2.5,1.025,1.092,1.117,49,48,0.987,1380,731.6,405.0,405.0,7.0,7.0,0.0,2.0,33.7,6.2,35.0,25.1,17.5,691,598,86,2.5,1.025,1.084,1.109,1550,55,3.234,2.906,0,
24.1.2017,22:9:58.034,8945,23715,27.3,6049,10282,37.0,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,11.5,57.6,30.7,19.2,15.3,3.8,30.7,0.0,30.7,0.0,42.3,0.0,57.6,20.2,100.0,39,39,39,39,39,39,32,61,57,56,54,53,63,30,34,35,37,38,28,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,60,60,106.297,89.665,62.8,62.7,48.4,48.4,32.8,32.8,28.6,28.6,28.6,28.3,49.4,49.4,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,50.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1380,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.7,33.0,28.4,7.1,691,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,8.0,0.0,2.0,33.7,7.4,35.0,25.2,18.1,691,598,86,2.5,1.025,1.084,1.105,1550,55,2.737,2.655,0,
24.1.2017,22:9:58.437,8972,23688,27.4,6084,10246,37.2,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,19.2,3.8,0.0,61.5,3.8,0.0,15.3,0.0,23.0,0.0,50.0,0.0,61.5,14.7,100.0,39,39,39,39,39,39,32,53,54,59,60,52,55,38,37,32,31,39,36,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,102.728,86.216,24.6,24.7,65.1,66.1,14.3,14.3,21.1,21.1,29.5,29.4,46.1,46.6,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,50.0,1.296,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.1,0.1,0.000,0.040,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1410,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.8,33.0,28.4,7.1,692,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,7.0,0.0,3.0,33.8,6.0,35.0,24.9,17.5,692,599,85,2.5,1.025,1.084,1.109,1550,55,4.380,2.794,0,
24.1.2017,22:9:58.842,9000,23661,27.5,6108,10223,37.4,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,28.0,0.0,0.0,36.0,12.0,0.0,48.0,0.0,32.0,0.0,56.0,0.0,56.0,17.7,100.0,39,39,39,39,39,39,32,56,54,61,54,54,56,35,37,30,37,37,35,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,104.108,87.561,28.6,27.9,37.0,36.0,24.1,24.0,53.4,53.5,25.0,25.0,55.1,54.7,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.296,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.9,0.9,0.000,0.673,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1410,324.0,162.0,405.0,9.0,4.0,0.0,4.0,33.8,33.0,27.8,6.4,692,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,8.0,0.0,3.0,33.8,7.8,35.0,25.4,18.4,692,599,85,2.5,1.025,1.084,1.109,1550,55,2.766,2.809,0,
24.1.2017,22:9:59.251,9022,23638,27.6,6134,10197,37.5,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,23.0,0.0,3.8,7.6,30.7,0.0,34.6,0.0,26.9,0.0,57.6,0.0,57.6,15.4,100.0,39,39,39,39,39,39,32,54,52,54,56,53,55,37,39,37,35,38,36,56,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,58,58,100.371,83.893,23.5,23.5,19.6,20.2,23.9,24.1,35.6,36.0,21.5,21.8,59.3,59.8,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.030,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1380,324.0,162.0,405.0,9.0,4.0,0.0,7.0,34.2,33.0,27.8,6.4,701,2.5,1.025,1.092,1.117,49,48,0.987,1380,731.6,405.0,405.0,7.0,7.0,0.0,3.0,34.2,7.0,35.0,25.4,17.8,701,609,91,2.5,1.025,1.084,1.109,1550,55,2.744,2.691,0,
24.1.2017,22:9:59.669,9175,23485,28.0,6325,10006,38.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,66.6,3.7,11.1,40.7,37.0,0.0,70.3,0.0,44.4,0.0,59.2,0.0,70.3,27.7,100.0,39,39,39,39,39,39,32,62,61,63,60,60,60,29,30,28,31,31,31,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,114.070,97.264,66.5,68.7,46.8,47.4,52.1,52.5,70.8,70.8,51.9,52.2,67.2,67.8,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,50.0,1.288,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1380,324.0,162.0,405.0,8.0,3.0,0.0,4.0,34.3,33.0,27.9,6.7,703,2.5,1.025,1.092,1.115,49,48,0.987,1380,731.6,405.0,405.0,7.0,6.0,0.0,3.0,34.3,6.8,35.0,25.0,17.6,703,611,88,2.5,1.025,1.084,1.109,1550,55,15.101,5.542,0,
24.1.2017,22:10:0.074,9293,23367,28.4,6451,9880,39.5,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,30.7,34.6,30.7,34.6,34.6,14.8,84.6,0.0,50.0,0.0,46.1,0.0,84.6,30.1,100.0,39,39,39,39,39,39,32,55,56,55,60,55,62,36,35,36,31,36,29,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,114.213,97.369,48.8,46.0,47.2,46.1,35.1,34.7,87.2,86.6,44.3,43.7,38.0,37.1,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,51.0,1.304,12.192,3.344,3.344,4.960,0.584,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,46,45,0.987,1380,324.0,162.0,405.0,7.0,3.0,0.0,3.0,34.3,33.0,27.9,6.7,703,2.5,1.025,1.092,1.115,49,48,0.987,1410,731.6,405.0,405.0,8.0,8.0,0.0,3.0,34.3,6.9,35.0,25.3,17.7,703,611,86,2.5,1.025,1.084,1.109,1550,55,2.978,3.194,0,
24.1.2017,22:10:0.478,9293,23367,28.4,6462,9868,39.5,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,30.7,0.0,34.6,0.0,19.2,0.0,30.7,0.0,11.5,0.0,34.6,0.0,34.6,13.4,100.0,39,39,39,39,39,39,32,61,58,55,60,54,62,30,33,36,31,37,29,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,60,60,99.808,83.325,28.2,28.1,27.9,28.1,27.2,27.2,38.4,38.2,21.3,21.4,37.0,37.0,668.6,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,50.0,1.296,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.1,0.1,0.000,0.110,9335,7672,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1410,324.0,162.0,405.0,7.0,3.0,0.0,3.0,34.3,33.0,27.9,6.7,703,2.5,1.025,1.092,1.115,48,48,0.987,1410,731.6,405.0,405.0,6.0,6.0,0.0,3.0,34.3,6.4,35.0,25.5,17.9,703,611,86,2.5,1.025,1.084,1.109,1550,55,2.766,2.655,0,
24.1.2017,22:10:0.884,9294,23366,28.4,6465,9866,39.5,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,38.4,0.0,15.3,0.0,19.2,0.0,23.0,0.0,15.3,0.0,57.6,0.0,57.6,14.1,100.0,39,39,39,39,39,39,32,58,56,53,54,54,62,33,35,38,37,37,29,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,62,62,99.601,83.127,40.7,40.9,16.9,16.7,19.4,19.5,23.0,23.4,21.9,21.9,52.6,53.7,668.7,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.296,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.5,0.5,0.000,0.300,9335,7673,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1410,324.0,162.0,405.0,9.0,4.0,0.0,4.0,34.3,33.0,28.0,6.8,703,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,9.0,8.0,0.0,3.0,34.3,6.5,35.0,25.4,18.0,703,611,86,2.5,1.025,1.084,1.109,1550,55,2.744,2.691,0,
24.1.2017,22:10:1.286,9294,23366,28.4,6479,9852,39.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,11.5,0.0,19.2,0.0,26.9,0.0,30.7,0.0,15.3,0.0,53.8,0.0,53.8,13.1,100.0,39,39,39,39,39,39,32,53,59,54,56,55,56,38,32,37,35,36,35,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,99.514,83.059,18.0,17.9,28.8,28.9,27.6,27.5,25.3,25.3,27.3,27.2,53.5,52.6,668.7,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.304,12.192,3.344,3.328,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7673,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1380,324.0,162.0,405.0,9.0,4.0,0.0,4.0,34.3,33.0,28.0,6.8,703,2.5,1.025,1.092,1.117,48,48,0.987,1380,731.6,405.0,405.0,8.0,7.0,0.0,3.0,34.3,5.9,35.0,25.1,18.0,703,611,86,2.5,1.025,1.084,1.105,1550,55,2.766,2.655,0,
24.1.2017,22:10:1.693,9294,23366,28.4,6490,9840,39.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,38.4,0.0,38.4,0.0,19.2,0.0,26.9,0.0,7.6,0.0,46.1,0.0,46.1,14.7,100.0,39,39,39,39,39,39,32,56,57,56,59,52,56,35,34,35,32,39,35,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,61,61,99.591,83.082,38.1,38.1,32.7,32.7,18.3,18.2,32.7,32.8,20.0,20.1,36.3,36.1,668.7,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.296,12.192,3.344,3.344,4.960,0.584,3.376,3.312,2238,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7673,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1380,324.0,162.0,405.0,9.0,4.0,0.0,4.0,34.3,33.0,28.7,7.3,703,2.5,1.025,1.092,1.117,48,48,0.987,1380,731.6,405.0,405.0,8.0,7.0,0.0,2.0,34.3,6.4,35.0,25.0,17.5,703,611,86,2.5,1.025,1.084,1.109,1550,55,2.744,2.910,0,
24.1.2017,22:10:2.095,9295,23366,28.4,6498,9833,39.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,38.4,0.0,19.2,0.0,30.7,0.0,34.6,0.0,15.3,0.0,38.4,0.0,38.4,14.7,100.0,39,39,39,39,39,39,32,53,53,60,56,52,63,38,38,31,35,39,28,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,60,60,98.958,82.488,36.6,36.5,20.4,20.7,28.4,28.5,32.0,32.1,19.4,19.6,45.2,45.1,668.7,10.00,9,9,9,24,107,1,36.0,51.0,36.0,36.0,36.0,49.0,1.304,12.192,3.344,3.344,4.960,0.584,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.000,0.000,9335,7673,0.0,0.0,0.0,0.000,0.000,6116,0,0.0,0.0,0.0,0.000,0.000,126,6,45,45,0.987,1380,324.0,162.0,405.0,7.0,3.0,0.0,3.0,34.3,33.0,28.7,7.3,703,2.5,1.025,1.092,1.117,48,48,0.987,1410,731.6,405.0,405.0,8.0,8.0,0.0,2.0,34.3,6.6,35.0,25.2,17.5,703,611,86,2.5,1.025,1.084,1.109,1550,55,2.766,2.655,0,
