Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #4 VID [V]","Core #5 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Core #4 Clock [MHz]","Core #5 Clock [MHz]","Bus Clock [MHz]","QPI Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Core #4 Thread #0 Usage [%]","Core #4 Thread #1 Usage [%]","Core #5 Thread #0 Usage [%]","Core #5 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #4 Ratio [x]","Core #5 Ratio [x]","QPI Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #4 [°C]","Core #5 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","Core #4 Distance to TjMAX [°C]","Core #5 Distance to TjMAX [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #4 Thermal Throttling [Yes/No]","Core #5 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #4 Critical Temperature [Yes/No]","Core #5 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Core #4 Power Limit Exceeded [Yes/No]","Core #5 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","Memory Ambient [°C]","CPU Package [°C]","PP0 [°C]","CPU Package Power [W]","IA Cores Power [W]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #4 Thread 0 C0 Residency [%]","Core #4 Thread 1 C0 Residency [%]","Core #5 Thread 0 C0 Residency [%]","Core #5 Thread 1 C0 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","Motherboard [°C]","Auxiliary [°C]","SYSTIN1 [°C]","SYSTIN2 [°C]","SYSTIN3 [°C]","CPU [°C]","Vcore [V]","+12V [V]","AVCC [V]","+3.3V [V]","+5V [V]","VIN6 [V]","3VSB [V]","VBAT [V]","CPU [RPM]","Chassis Intrusion [Yes/No]","Drive Airflow Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Drive Temperature [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","PCIe Link Speed [GT/s]","GPU Voltage [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","GPU Voltage [V]","GPU Current [A]","GPU VRM Power Out (POUT) [W]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
24.1.2017,22:12:50.623,11220,21440,34.3,7619,8711,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,59.2,70.3,55.5,25.9,37.0,29.6,62.9,0.0,88.8,0.0,62.9,0.0,88.8,41.0,100.0,39,39,39,39,39,39,32,64,61,61,58,60,60,27,30,30,33,31,31,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,125.114,107.153,95.6,95.6,69.1,68.2,64.7,64.1,69.0,69.4,71.3,71.2,66.7,67.0,668.7,10.00,9,9,9,24,107,1,35.0,52.5,35.5,35.5,35.5,53.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,72,1.162,1890,1045.2,1502.3,540.0,80.0,32.0,0.0,15.0,84.0,53.0,84.0,84.0,1721,8.0,1.175,1.090,1.277,72,71,1.175,1890,1058.2,1502.3,540.0,75.0,33.0,0.0,15.0,84.1,77.0,51.0,93.7,93.7,1722,1630,263,8.0,1.194,1.080,1.283,1551,56,3.918,6.088,0,
24.1.2017,22:12:51.032,11220,21440,34.3,7620,8711,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,57.6,61.5,42.3,61.5,34.6,26.9,46.1,0.0,57.6,0.0,76.9,0.0,76.9,38.8,100.0,39,39,39,39,39,39,32,64,64,61,61,59,62,27,27,30,30,32,29,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,125.756,107.663,88.9,88.7,82.0,82.8,63.6,63.6,68.2,68.6,66.3,66.5,71.5,71.2,668.7,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.1,0.2,0.040,0.047,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,72,1.162,1890,1045.2,1502.3,540.0,84.0,33.0,0.0,16.0,84.1,53.0,81.5,81.5,1722,8.0,1.181,1.090,1.281,71,71,1.175,1920,1058.2,1502.3,540.0,78.0,34.0,0.0,16.0,84.1,79.1,52.0,88.5,88.5,1722,1629,263,8.0,1.194,1.082,1.289,1551,56,3.793,5.058,0,
24.1.2017,22:12:51.439,11216,21444,34.3,7618,8712,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,38.4,76.9,42.3,50.0,38.4,65.3,73.0,0.0,53.8,0.0,57.6,0.0,76.9,41.3,100.0,39,39,39,39,39,39,32,63,58,60,63,57,62,28,33,31,28,34,29,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,125.710,107.689,91.8,92.0,77.0,76.2,74.8,75.0,77.9,77.3,60.2,59.9,61.9,61.7,668.7,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,72,72,1.162,1890,1045.2,1502.3,540.0,76.0,30.0,0.0,15.0,84.1,52.0,78.1,78.1,1722,8.0,1.181,1.090,1.283,71,71,1.175,1920,1058.2,1502.3,540.0,70.0,31.0,0.0,14.0,84.1,72.5,52.0,79.8,79.8,1722,1629,260,8.0,1.194,1.082,1.289,1551,56,3.689,4.586,0,
24.1.2017,22:12:51.851,11216,21444,34.3,7619,8712,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,42.3,57.6,19.2,53.8,19.2,30.7,61.5,0.0,57.6,0.0,57.6,0.0,61.5,33.3,100.0,39,39,39,39,39,39,32,64,64,62,58,58,58,27,27,29,33,33,33,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,124.479,106.567,91.1,91.1,75.7,76.5,63.7,63.7,68.8,69.5,61.1,61.0,65.1,65.8,668.7,10.00,9,9,9,24,107,1,36.0,52.0,36.0,36.0,36.0,52.0,1.296,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1890,1045.2,1502.3,540.0,80.0,33.0,0.0,16.0,84.1,52.0,86.5,86.5,1722,8.0,1.175,1.090,1.277,72,71,1.175,1920,1058.2,1502.3,540.0,74.0,34.0,0.0,15.0,84.1,73.4,52.0,81.2,85.1,1722,1629,259,8.0,1.194,1.082,1.285,1551,56,3.656,4.333,0,
24.1.2017,22:12:52.253,11215,21446,34.3,7624,8707,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,48.1,74.0,40.7,48.1,48.1,48.1,55.5,0.0,62.9,0.0,48.1,0.0,74.0,39.5,100.0,39,39,39,39,39,39,32,62,58,63,61,59,59,29,33,28,30,32,32,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,62,62,125.420,107.435,90.2,90.0,76.2,76.2,67.4,67.8,77.8,78.1,67.1,67.4,67.7,66.8,668.7,10.00,9,9,9,24,107,1,35.0,52.0,35.5,35.5,35.5,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.0,0.1,0.080,0.030,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,72,1.162,1920,1045.2,1502.3,540.0,80.0,32.0,0.0,16.0,84.1,52.0,83.6,83.6,1722,8.0,1.181,1.090,1.283,72,71,1.175,1920,1058.2,1502.3,540.0,73.0,33.0,0.0,15.0,84.1,72.2,52.0,97.7,97.7,1722,1629,258,8.0,1.194,1.082,1.289,1551,56,4.522,5.847,0,
24.1.2017,22:12:52.655,11215,21446,34.3,7624,8707,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,8.0,80.0,52.0,44.0,36.0,36.0,40.0,52.0,52.0,0.0,72.0,0.0,80.0,39.3,100.0,39,39,39,39,39,39,32,62,59,65,59,58,60,29,32,26,32,33,31,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,125.830,107.827,87.1,87.4,78.8,78.3,74.5,73.9,76.1,76.0,60.8,60.7,65.6,66.0,668.7,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1920,1045.2,1502.3,540.0,77.0,31.0,0.0,15.0,84.1,53.0,81.1,81.1,1722,8.0,1.175,1.090,1.277,72,71,1.175,1920,1058.2,1502.3,540.0,72.0,33.0,0.0,15.0,84.1,77.0,52.0,93.7,93.7,1722,1629,258,8.0,1.194,1.080,1.283,1551,56,3.449,4.378,0,
24.1.2017,22:12:53.063,11215,21445,34.3,7623,8707,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,46.1,76.9,38.4,50.0,46.1,30.7,15.3,42.3,61.5,0.0,53.8,0.0,76.9,38.4,100.0,39,39,39,39,39,39,32,62,57,61,60,59,60,29,34,30,31,32,31,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,125.291,107.284,92.8,92.7,70.4,70.8,68.5,68.3,65.2,65.1,64.7,64.5,68.3,68.8,668.6,10.00,9,9,9,24,107,1,35.0,52.5,35.5,35.5,35.5,52.0,1.288,12.192,3.312,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.3,0.4,0.040,0.250,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,74,73,1.162,1920,1045.2,1502.3,540.0,75.0,30.0,0.0,15.0,84.1,53.0,88.0,88.0,1722,8.0,1.175,1.090,1.277,72,71,1.175,1920,1058.2,1502.3,540.0,70.0,31.0,0.0,14.0,84.1,76.0,52.0,92.4,92.4,1722,1629,258,8.0,1.194,1.080,1.285,1551,56,3.319,4.868,0,
24.1.2017,22:12:53.463,11213,21447,34.3,7625,8706,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,26.9,88.4,23.0,57.6,30.7,46.1,30.7,42.3,65.3,0.0,76.9,0.0,88.4,40.7,100.0,39,39,39,39,39,39,32,62,59,60,62,62,61,29,32,31,29,29,30,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,126.561,108.497,91.9,91.9,76.0,75.2,65.0,65.2,76.6,76.9,70.9,70.9,71.7,71.8,668.6,10.00,9,9,9,24,107,1,36.0,52.0,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1920,1045.2,1502.3,540.0,81.0,33.0,0.0,16.0,84.1,53.0,87.3,87.3,1722,8.0,1.181,1.090,1.281,72,71,1.175,1920,1058.2,1502.3,540.0,73.0,33.0,0.0,15.0,84.1,73.8,52.0,97.2,97.2,1722,1629,258,8.0,1.200,1.080,1.291,1551,56,3.458,4.545,0,
24.1.2017,22:12:53.864,11213,21447,34.3,7626,8705,46.6,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,15.3,80.7,34.6,50.0,46.1,34.6,65.3,38.4,76.9,0.0,69.2,0.0,80.7,42.6,100.0,39,39,39,39,39,39,32,61,58,62,63,59,58,30,33,29,28,32,33,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,125.433,107.437,87.8,88.0,68.9,69.4,68.5,69.1,82.5,82.1,66.6,66.9,69.3,68.7,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.0,0.1,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1920,1045.2,1502.3,540.0,79.0,32.0,0.0,15.0,84.1,53.0,78.0,78.0,1722,8.0,1.181,1.090,1.283,72,72,1.175,1920,1058.2,1502.3,540.0,73.0,33.0,0.0,15.0,84.1,75.7,52.0,81.8,81.8,1722,1629,258,8.0,1.194,1.080,1.285,1551,56,3.324,4.200,0,
24.1.2017,22:12:54.269,11214,21447,34.3,7626,8704,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,19.2,80.7,38.4,50.0,42.3,38.4,61.5,30.7,73.0,0.0,84.6,0.0,84.6,43.2,100.0,39,39,39,39,39,39,32,64,57,62,60,59,58,27,34,29,31,32,33,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,126.267,108.215,91.6,91.6,63.9,64.2,70.6,69.8,87.3,87.3,62.6,62.2,69.7,69.5,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.1,0.040,0.020,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,72,1.162,1950,1045.2,1502.3,540.0,82.0,33.0,0.0,16.0,84.1,53.0,77.8,77.8,1722,8.0,1.181,1.090,1.281,72,72,1.175,1920,1058.2,1502.3,540.0,76.0,34.0,0.0,15.0,84.1,74.1,52.0,87.1,87.1,1722,1629,259,8.0,1.194,1.080,1.291,1551,56,3.752,4.384,0,
24.1.2017,22:12:54.676,11213,21447,34.3,7627,8704,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,11.5,92.3,65.3,19.2,26.9,38.4,23.0,46.1,69.2,0.0,76.9,0.0,92.3,39.1,100.0,39,39,39,39,39,39,32,62,62,58,63,57,60,29,29,33,28,34,31,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,124.646,106.691,87.3,87.1,80.5,80.5,61.7,61.8,73.1,73.7,70.1,70.0,67.2,67.9,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,51.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1950,1045.2,1502.3,540.0,79.0,32.0,0.0,16.0,84.1,53.0,79.5,79.5,1722,8.0,1.175,1.090,1.277,72,72,1.175,1920,1058.2,1502.3,540.0,73.0,33.0,0.0,15.0,84.1,74.2,52.0,88.2,88.2,1722,1629,260,8.0,1.194,1.082,1.291,1551,56,3.894,4.495,0,
24.1.2017,22:12:55.078,11213,21447,34.3,7627,8703,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,30.7,65.3,50.0,53.8,34.6,38.4,50.0,53.8,61.5,0.0,65.3,0.0,65.3,42.0,100.0,39,39,39,39,39,39,32,60,58,58,64,59,61,31,33,33,27,32,30,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,125.204,107.206,88.4,88.5,75.7,75.5,56.3,56.5,82.7,82.0,69.4,69.2,69.7,69.2,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.296,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.2,0.2,0.040,0.131,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,74,73,1.162,1950,1045.2,1502.3,540.0,81.0,33.0,0.0,16.0,84.1,53.0,84.0,84.0,1722,8.0,1.175,1.090,1.277,72,72,1.162,1920,1045.2,1502.3,540.0,75.0,33.0,0.0,16.0,84.1,75.7,52.0,85.3,85.3,1722,1629,260,8.0,1.181,1.082,1.271,1551,56,3.425,4.996,0,
24.1.2017,22:12:55.480,11213,21447,34.3,7628,8703,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,32.0,80.0,36.0,48.0,36.0,40.0,44.0,24.0,56.0,0.0,68.0,0.0,80.0,38.7,100.0,39,39,39,39,39,39,32,63,61,65,58,57,63,28,30,26,33,34,28,65,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,64,64,126.011,107.954,91.6,91.7,83.2,82.9,63.9,64.4,72.3,72.8,64.4,65.0,71.3,71.7,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.0,0.1,0.081,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,74,73,1.162,1920,1045.2,1502.3,540.0,83.0,32.0,0.0,17.0,84.1,53.0,85.4,85.4,1722,8.0,1.175,1.090,1.277,73,72,1.162,1920,1045.2,1502.3,540.0,79.0,35.0,0.0,16.0,84.1,80.7,52.0,86.2,86.2,1722,1629,258,8.0,1.181,1.082,1.275,1551,56,3.740,5.462,0,
24.1.2017,22:12:55.888,11214,21446,34.3,7630,8701,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.5,3911.5,3911.5,3911.5,3911.5,3911.5,100.3,3200.0,15.3,80.7,53.8,50.0,46.1,42.3,73.0,26.9,61.5,0.0,84.6,0.0,84.6,44.5,100.0,39,39,39,39,39,39,32,63,61,62,63,59,62,28,30,29,28,32,29,63,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,63,63,126.055,108.028,90.9,90.9,75.3,75.7,61.5,60.9,82.3,81.7,65.8,65.8,72.4,72.6,668.6,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2160,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.0,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,74,73,1.162,1920,1045.2,1502.3,540.0,82.0,33.0,0.0,16.0,84.1,53.0,87.2,87.2,1723,8.0,1.181,1.090,1.277,73,72,1.162,1920,1045.2,1502.3,540.0,76.0,33.0,0.0,16.0,84.1,76.5,52.0,87.5,87.5,1723,1631,259,8.0,1.181,1.082,1.271,1551,56,3.692,4.837,0,
24.1.2017,22:12:56.298,11220,21441,34.3,7633,8698,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,22.2,88.8,40.7,74.0,40.7,40.7,59.2,37.0,62.9,0.0,62.9,0.0,88.8,44.1,100.0,39,39,39,39,39,39,32,62,64,61,61,60,59,29,27,30,30,31,32,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,65,65,126.259,108.158,91.3,91.3,91.0,91.1,62.8,63.0,75.8,76.6,64.8,64.7,66.7,66.5,668.7,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.0,0.0,0.1,0.040,0.040,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,73,73,1.162,1920,1045.2,1502.3,540.0,75.0,28.0,0.0,16.0,84.5,53.0,66.8,66.8,1731,8.0,1.188,1.090,1.281,72,72,1.162,1950,1045.2,1502.3,540.0,71.0,30.0,0.0,16.0,84.4,68.7,52.0,87.5,87.5,1728,1635,265,8.0,1.181,1.080,1.273,1551,56,3.684,6.423,0,
24.1.2017,22:12:56.708,11213,21447,34.3,7633,8697,46.7,2.6,1.331,1.331,1.331,1.331,1.331,1.331,3911.6,3911.6,3911.6,3911.6,3911.6,3911.6,100.3,3200.0,42.3,57.6,46.1,50.0,38.4,26.9,46.1,23.0,76.9,0.0,73.0,0.0,76.9,40.0,100.0,39,39,39,39,39,39,32,66,62,61,59,58,60,25,29,30,32,33,31,66,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,50,65,65,125.156,107.130,89.4,88.9,75.1,74.9,61.8,61.8,76.5,75.8,61.9,62.4,71.1,70.6,668.7,10.00,9,9,9,24,107,1,36.0,52.5,36.0,36.0,36.0,52.0,1.288,12.192,3.328,3.312,4.960,0.568,3.376,3.312,2156,No,37,99.0,No,No,1362,32,99.0,No,No,12298,20581,36,36,No,No,0.1,0.0,0.1,0.040,0.000,9346,7692,0.0,0.0,0.0,0.000,0.000,6119,0,0.0,0.0,0.0,0.000,0.000,126,6,74,74,1.162,1920,1045.2,1502.3,540.0,78.0,31.0,0.0,15.0,84.1,53.0,87.7,87.7,1722,8.0,1.175,1.090,1.277,73,72,1.162,1950,1045.2,1502.3,540.0,74.0,33.0,0.0,15.0,84.1,79.3,52.0,93.8,93.8,1722,1629,259,8.0,1.181,1.082,1.271,1551,56,4.029,5.301,0,
